Media,Chapter,Performer,FileName,Duration,Channels,SampleRate,Precision,FileSize,BitRate,SampleEncoding,Link
The-Wonder-That-Is-Sanskrit-Devabhasha,7,Sampadananda Mishra,chapter7s35.wav,"00:00:27.68
",2,22050,16-bit,2.44M,706k,16-bit Signed Integer PCM,https://drive.google.com/file/d/0B18LtqS5BYkdWUtEQWtFbE52VmM/view
The-Wonder-That-Is-Sanskrit-Devabhasha,7,Sampadananda Mishra,chapter7s36.wav,"00:00:28.51
",2,22050,16-bit,2.52M,706k,16-bit Signed Integer PCM,https://drive.google.com/file/d/0B18LtqS5BYkdTTJRRnhINTJhQ2M/view
The-Wonder-That-Is-Sanskrit-Devabhasha,7,Sampadananda Mishra,chapter7s37.wav,"00:00:29.57
",2,22050,16-bit,2.61M,706k,16-bit Signed Integer PCM,https://drive.google.com/file/d/0B18LtqS5BYkdd3NDUC1PZVRxNFU/view
The-Wonder-That-Is-Sanskrit-Devabhasha,7,Sampadananda Mishra,chapter7s38.wav,"00:00:34.18
",2,22050,16-bit,3.01M,706k,16-bit Signed Integer PCM,https://drive.google.com/file/d/0B18LtqS5BYkdVWh2RUpJNFdoYlU/view
The-Wonder-That-Is-Sanskrit-Devabhasha,7,Sampadananda Mishra,chapter7s39.wav,"00:03:22.85
",1,22050,16-bit,8.95M,353k,16-bit Signed Integer PCM,https://drive.google.com/file/d/0B18LtqS5BYkdeUdpUWY3UlhfRWs/view
The-Wonder-That-Is-Sanskrit-Devabhasha,7,Sampadananda Mishra,chapter7s4.wav,"00:00:06.69
",2,22050,16-bit,590k,706k,16-bit Signed Integer PCM,https://drive.google.com/file/d/0B18LtqS5BYkdN3kzRkVTR3NYMkU/view
The-Wonder-That-Is-Sanskrit-Devabhasha,7,Sampadananda Mishra,chapter7s5.wav,"00:00:18.02
",2,22050,16-bit,1.59M,706k,16-bit Signed Integer PCM,https://drive.google.com/file/d/0B18LtqS5BYkda1I3TFk0dHFzMDg/view
The-Wonder-That-Is-Sanskrit-Devabhasha,7,Sampadananda Mishra,chapter7s6.wav,"00:00:17.46
",2,22050,16-bit,1.54M,706k,16-bit Signed Integer PCM,https://drive.google.com/file/d/0B18LtqS5BYkdWWxybTM1b1I1YXM/view
The-Wonder-That-Is-Sanskrit-Devabhasha,7,Sampadananda Mishra,chapter7s7.wav,"00:00:16.53
",2,22050,16-bit,1.46M,706k,16-bit Signed Integer PCM,https://drive.google.com/file/d/0B18LtqS5BYkdM2o5bTRZMm1QN3M/view
The-Wonder-That-Is-Sanskrit-Devabhasha,7,Sampadananda Mishra,chapter7s8.wav,"00:00:15.73
",2,22050,16-bit,1.39M,706k,16-bit Signed Integer PCM,https://drive.google.com/file/d/0B18LtqS5BYkdWDlXSGJlOVpGeHc/view
The-Wonder-That-Is-Sanskrit-Devabhasha,7,Sampadananda Mishra,chapter7s9.wav,"00:00:17.43
",2,22050,16-bit,1.54M,706k,16-bit Signed Integer PCM,https://drive.google.com/file/d/0B18LtqS5BYkdbU1TZDluUnhFNDg/view
